pm_full,pm_last,household_id,household_position,actual_date,contact_method,owner_full,owner_last
Fundraiser H,H,10371,PR,9/8/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10371,PR,8/30/2010,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,7/30/2010,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,7/21/2010,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,6/30/2010,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/7/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10371,PR,12/30/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,12/30/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,9/3/2009,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10371,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,5/14/2009,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,5/13/2009,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/28/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/23/2009,Casual Interaction,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/21/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,4/21/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/13/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,4/13/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,2/4/2009,Event,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/28/2008,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,4/28/2008,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,8/29/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,8/29/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,7/23/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,7/23/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,3/14/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,12/7/2005,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,12/7/2005,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,11/5/2005,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,5/13/2005,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,3/24/2005,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,2/18/2005,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,SP,2/18/2005,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,9/24/2004,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/19/2004,Action,Other Fundraiser,Other
Fundraiser H,H,10371,SP,4/19/2004,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/5/2004,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,3/25/2004,Action,Other Fundraiser,Other
Fundraiser H,H,10371,SP,3/25/2004,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,2/6/2004,Action,Other Fundraiser,Other
Fundraiser H,H,10371,SP,2/6/2004,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,10/4/2003,Action,Other Fundraiser,Other
Fundraiser H,H,10371,SP,10/4/2003,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,3/14/2003,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10371,PR,10/13/2001,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,9/16/2000,Action,Other Fundraiser,Other
Fundraiser H,H,10371,SP,9/16/2000,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,8/21/2000,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,1/12/2000,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,7/9/1999,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser H,H,10371,PR,3/26/1999,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10371,PR,11/24/1998,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,11/2/1998,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,8/19/1998,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,1/28/1998,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,10/13/1997,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10371,PR,8/27/1997,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10371,PR,4/29/1997,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,1/15/1997,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10371,PR,1/7/1997,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10371,PR,10/24/1996,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,10/22/1996,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10371,PR,9/18/1996,Mail,Other Fundraiser,Other
Fundraiser H,H,10371,PR,8/1/1996,Action,Other Fundraiser,Other
Fundraiser H,H,10371,PR,2/22/1995,Mail,Other Fundraiser,Other
Fundraiser F,F,10372,PR,2/2/2019,Invitation,Fundraiser F,F
Fundraiser F,F,10372,PR,1/29/2018,E-mail,Other Fundraiser,Other
Fundraiser F,F,10372,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser F,F,10372,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser F,F,10372,PR,6/28/2017,Personal Visit,Fundraiser F,F
Fundraiser F,F,10372,PR,10/9/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10372,SP,10/9/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10372,PR,6/11/1998,Action,Other Fundraiser,Other
Fundraiser F,F,10372,SP,2/13/1998,Mail,Other Fundraiser,Other
Fundraiser F,F,10372,PR,11/19/1997,Mail,Other Fundraiser,Other
Fundraiser F,F,10372,PR,1/22/1997,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser A,A,10373,PR,8/2/2018,Task,Other Fundraiser,Other
Fundraiser A,A,10373,SP,8/2/2018,Task,Other Fundraiser,Other
Fundraiser A,A,10373,PR,12/2/2014,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10373,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,SP,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,SP,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,PR,4/19/2011,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10373,PR,9/21/2010,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10373,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser A,A,10373,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser A,A,10373,PR,10/30/2006,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,SP,8/2/2004,Mail,Other Fundraiser,Other
Fundraiser A,A,10373,PR,7/30/2004,Action,Other Fundraiser,Other
Fundraiser A,A,10373,PR,7/9/2004,Action,Other Fundraiser,Other
Fundraiser A,A,10373,PR,9/22/2003,Action,Other Fundraiser,Other
Fundraiser A,A,10373,PR,9/5/1998,Action,Other Fundraiser,Other
Fundraiser A,A,10373,PR,,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,11/25/2019,Mail,Fundraiser C,C
Fundraiser C,C,10374,SP,11/25/2019,Mail,Fundraiser C,C
Fundraiser C,C,10374,PR,4/9/2019,Event,Other Fundraiser,Other
Fundraiser C,C,10374,PR,2/6/2019,Mail,Fundraiser G,G
Fundraiser C,C,10374,PR,2/2/2019,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,12/13/2018,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,6/26/2018,Internal Meeting,Other Fundraiser,Other
Fundraiser C,C,10374,PR,6/26/2018,Internal Meeting,Other Fundraiser,Other
Fundraiser C,C,10374,PR,6/20/2018,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,3/19/2018,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,3/1/2018,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,2/9/2018,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,1/8/2018,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,12/22/2017,Internal Meeting,Other Fundraiser,Other
Fundraiser C,C,10374,PR,12/18/2017,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,SP,12/18/2017,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,11/17/2017,Invitation,Other Fundraiser,Other
Fundraiser C,C,10374,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,2/24/2017,Task,Other Fundraiser,Other
Fundraiser C,C,10374,SP,2/24/2017,Task,Other Fundraiser,Other
Fundraiser C,C,10374,PR,1/6/2017,Invitation,Other Fundraiser,Other
Fundraiser C,C,10374,PR,4/5/2016,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,3/17/2016,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,3/11/2016,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,11/24/2015,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,8/11/2015,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,7/30/2015,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,5/21/2015,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,5/13/2015,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,4/22/2015,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,3/30/2015,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,3/17/2015,Task,Other Fundraiser,Other
Fundraiser C,C,10374,PR,2/10/2015,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,11/7/2014,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,10/23/2014,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,8/12/2014,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,7/15/2014,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,5/29/2014,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,4/14/2014,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,3/14/2014,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,2/28/2014,Internal Meeting,Other Fundraiser,Other
Fundraiser C,C,10374,PR,2/27/2014,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,2/25/2014,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,1/29/2014,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,1/15/2014,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,11/19/2013,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,11/7/2013,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10374,PR,11/4/2013,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,9/18/2013,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,8/29/2013,Invitation,Other Fundraiser,Other
Fundraiser C,C,10374,PR,7/11/2013,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,6/5/2013,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,4/30/2013,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,11/16/2012,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10374,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,SP,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,4/15/2012,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,3/1/2012,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,12/2/2009,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,9/30/2009,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,5/14/2009,Mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,4/28/2009,E-mail,Other Fundraiser,Other
Fundraiser C,C,10374,PR,,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/17/2019,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/17/2019,Personal Visit,Fundraiser I,I
Fundraiser I,I,10375,PR,12/12/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,10/22/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,10/16/2019,Phone Call,Fundraiser I,I
Fundraiser I,I,10375,PR,10/8/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,10/8/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,10/1/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,9/23/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,8/9/2019,Task,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/1/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,8/1/2019,Phone Call,Fundraiser I,I
Fundraiser I,I,10375,PR,7/24/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,7/17/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,7/17/2019,Personal Visit,Fundraiser I,I
Fundraiser I,I,10375,PR,7/16/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,7/16/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,7/5/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,7/2/2019,Phone Call,Fundraiser I,I
Fundraiser I,I,10375,PR,6/28/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,6/28/2019,Mail,Fundraiser I,I
Fundraiser I,I,10375,PR,6/21/2019,E-mail,Fundraiser I,I
Fundraiser I,I,10375,PR,3/11/2019,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/6/2019,Personal Visit,Fundraiser F,F
Fundraiser I,I,10375,PR,1/15/2018,E-mail,Fundraiser F,F
Fundraiser I,I,10375,PR,12/20/2017,Personal Visit,Fundraiser F,F
Fundraiser I,I,10375,PR,9/23/2017,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/14/2016,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,12/14/2015,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,10/15/2015,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/30/2015,Invitation,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/2/2015,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,4/20/2015,Invitation,Other Fundraiser,Other
Fundraiser I,I,10375,SP,4/20/2015,Invitation,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/4/2015,Personal Visit,Fundraiser F,F
Fundraiser I,I,10375,SP,12/11/2014,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,11/7/2014,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser I,I,10375,SP,10/10/2014,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/19/2014,Task,Other Fundraiser,Other
Fundraiser I,I,10375,SP,8/19/2014,Task,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/21/2014,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,4/21/2014,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/4/2014,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/28/2014,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/28/2014,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/27/2014,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/27/2014,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/27/2014,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/23/2014,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,1/23/2014,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/27/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,12/27/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/12/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,12/12/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/22/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/21/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,11/21/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/12/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/8/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,11/8/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,10/1/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,10/1/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,9/25/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/25/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/25/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,5/22/2013,,Other Fundraiser,Other
Fundraiser I,I,10375,SP,5/22/2013,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,4/11/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/2/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,4/2/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,3/13/2013,Invitation,Other Fundraiser,Other
Fundraiser I,I,10375,SP,3/13/2013,Invitation,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/18/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/18/2013,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/15/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/15/2013,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/27/2012,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,12/27/2012,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/15/2012,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,10/26/2012,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/1/2012,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,6/1/2012,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,1/6/2012,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,10/15/2011,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/11/2011,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,5/11/2011,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,5/8/2011,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,10/5/2010,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/27/2010,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/8/2010,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/30/2010,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/30/2010,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,7/30/2010,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/30/2010,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/4/2010,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,3/10/2010,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/23/2010,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,1/14/2010,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/12/2010,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,11/28/2009,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/24/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,11/24/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,10/27/2009,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/29/2009,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/1/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,6/1/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/28/2009,E-mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,3/17/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,3/17/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,3/17/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,3/17/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/24/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/24/2009,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/4/2009,Event,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/4/2009,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/29/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,12/29/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/15/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/11/2008,Casual Interaction,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/18/2008,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,10/9/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,9/3/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/3/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/21/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,5/21/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/9/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,3/6/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/25/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/25/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/16/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,1/16/2008,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,9/11/2007,Event,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/6/2007,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,6/6/2007,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/11/2006,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,12/11/2006,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/28/2006,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,8/18/2006,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,7/3/2006,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/13/2006,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/17/2005,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/5/2004,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/5/2004,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,9/3/2004,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/2/2004,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/3/2004,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/17/2003,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/23/2002,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/24/2002,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,7/10/2001,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,5/2/2001,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/30/2000,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,11/30/2000,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,9/16/2000,Action,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/16/2000,Action,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/7/2000,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,3/2/2000,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/23/2000,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser I,I,10375,SP,1/23/2000,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/29/1999,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/22/1999,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser I,I,10375,SP,7/29/1999,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,6/23/1999,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/14/1999,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,SP,12/18/1998,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/25/1998,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser I,I,10375,SP,11/25/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/3/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,11/3/1998,Personal Visit,Other Fundraiser,Other
